Country,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,PCA_component1,PCA_component2
Ukraine,49.345,24.238,312,1.5,1.2,2020-01-22,0905,T,68,6.0NRT,270,27,D,5.489576189663901,3.70222199591898
Ukraine,49.343,24.258,306.8,1.5,1.2,2020-01-22,0905,T,64,6.0NRT,271.7,20.6,D,5.4975152407704435,3.539236871417365
Ukraine,48.978,24.276,308.5,1.4,1.2,2020-01-22,0905,T,67,6.0NRT,275.9,21.5,D,5.906006363978563,3.4854109538197298
Ukraine,48.892,24.774,314.8,1.4,1.2,2020-01-22,0905,T,75,6.0NRT,275.2,27,D,5.979367144503879,3.6790096508786716
Romania,47.472,27.344,302.6,1.1,1,2020-01-22,0905,T,53,6.0NRT,279.7,8.9,D,6.948172292032289,2.8661859377018133
Moldova Republic of,46.495,29.961,302.7,1,1,2020-01-22,0905,T,53,6.0NRT,280.9,7.9,D,7.154347297963694,2.8382300920028816
Romania,45.19,29.147,302.6,1,1,2020-01-22,0905,T,0,6.0NRT,277,8,D,6.966112997011084,2.7090616189902437
Bulgaria,43.222,25.311,303.8,1.1,1.1,2020-01-22,0905,T,57,6.0NRT,279.9,10,D,6.886897236945882,2.5712844548885743
Greece,39.81,21.098,306.6,1.6,1.2,2020-01-22,0905,T,55,6.0NRT,281.8,18.2,D,6.465492226962188,2.5379054818633437
Greece,39.81,21.091,301.5,1.6,1.2,2020-01-22,0905,T,36,6.0NRT,281.9,12.9,D,6.37623676900878,2.390483678444565
Turkey,38.744,26.948,303.1,1,1,2020-01-22,0905,T,55,6.0NRT,284.9,6.7,D,7.7649078940406495,2.0104926036070765
Turkey,38.32,28.861,300.6,1.1,1,2020-01-22,0905,T,39,6.0NRT,278.7,7.8,D,7.2499764348762135,2.0780467109015714
Romania,44.829,29.46,361.5,1.2,1.1,2020-01-22,1050,A,75,6.0NRT,284,117.4,D,8.12400386842756,4.692182974670296
Romania,44.841,29.471,379.5,1.2,1.1,2020-01-22,1050,A,100,6.0NRT,282.5,195,D,8.507959453252333,5.494131785662278
Romania,44.839,29.456,434.5,1.2,1.1,2020-01-22,1050,A,100,6.0NRT,304.5,677.8,D,11.962083457175972,8.935364177269562
Romania,44.836,29.442,356.6,1.2,1.1,2020-01-22,1050,A,93,6.0NRT,288.6,97.5,D,8.287875570190687,4.4562521054264055
Romania,44.851,29.468,373.5,1.2,1.1,2020-01-22,1050,A,100,6.0NRT,281.5,166.1,D,8.276897023693245,5.222372827978672
Romania,44.848,29.453,419.9,1.2,1.1,2020-01-22,1050,A,100,6.0NRT,297.2,504.2,D,10.842533892799432,7.818603560949058
Romania,44.846,29.439,384.2,1.2,1.1,2020-01-22,1050,A,100,6.0NRT,288.9,219.1,D,9.048249996333933,5.681877479279075
Romania,44.843,29.424,351.8,1.2,1.1,2020-01-22,1050,A,97,6.0NRT,283.3,87.5,D,7.8493959621502105,4.324631904978998
Romania,44.84,29.409,310,1.2,1.1,2020-01-22,1050,A,69,6.0NRT,280.1,15.5,D,6.793968091684139,3.007295569579799
Romania,43.988,24.134,311.9,2.3,1.5,2020-01-22,1050,A,54,6.0NRT,269,48.7,D,4.033341137194794,3.9810058943616538
Romania,43.986,24.127,311.3,2.3,1.5,2020-01-22,1050,A,54,6.0NRT,269.9,43.9,D,4.069200777236976,3.9387431634482546
Romania,45.179,29.154,302.4,1.2,1.1,2020-01-22,1050,A,39,6.0NRT,280.1,10,D,6.643090359991623,2.8191093855624496
Romania,45.276,29.476,312.8,1.2,1.1,2020-01-22,1050,A,73,6.0NRT,282.9,16.2,D,6.999178443642837,3.1028711870515493
Romania,45.282,29.482,303.3,1.2,1.1,2020-01-22,1050,A,55,6.0NRT,282.5,9.8,D,6.803789889689019,2.8490930597127084
Romania,45.279,29.468,305.7,1.2,1.1,2020-01-22,1050,A,62,6.0NRT,282.6,11.7,D,6.853874985237965,2.9138736672307695
Romania,45.318,28.484,303.6,1.3,1.1,2020-01-22,1050,A,43,6.0NRT,282.2,10.4,D,6.696555733057314,2.865359705616005
Romania,45.323,28.067,322.8,1.3,1.1,2020-01-22,1050,A,82,6.0NRT,279.7,35.7,D,6.91204988930412,3.4389501242817744
Moldova Republic of,45.991,28.403,304.1,1.2,1.1,2020-01-22,1050,A,58,6.0NRT,281.2,11.5,D,6.710599050549139,2.900193627537899
Ukraine,46.759,31.85,301.9,1,1,2020-01-22,1050,A,49,6.0NRT,271.7,8.3,D,6.502763597082169,2.880002223825802
Ukraine,47.038,32.161,301.3,1,1,2020-01-22,1050,A,46,6.0NRT,266.1,9.1,D,6.126403941995187,2.9386226512481017
Ukraine,47.534,30.418,302.5,1,1,2020-01-22,1050,A,53,6.0NRT,274.6,8.3,D,6.666834644372775,2.8856251304740237
Ukraine,47.734,29.928,309.2,1.1,1,2020-01-22,1050,A,68,6.0NRT,274.3,13.5,D,6.665701415258106,3.112152728324993
Ukraine,47.653,29.384,333.1,1.1,1,2020-01-22,1050,A,77,6.0NRT,280.5,40.3,D,7.517143862424342,3.743102867991025
Moldova Republic of,47.684,28.786,300.1,1.1,1.1,2020-01-22,1050,A,29,6.0NRT,282.7,7.2,D,6.750366013994699,2.897593900298946
Romania,47.455,27.118,308.2,1.3,1.1,2020-01-22,1050,A,67,6.0NRT,283.9,15.4,D,6.8010069537883515,3.1192145928500707
Romania,47.633,27.175,311.8,1.3,1.1,2020-01-22,1050,A,72,6.0NRT,284.4,18.2,D,6.889870166730774,3.233532218378851
Romania,47.643,27.171,301.9,1.3,1.1,2020-01-22,1050,A,49,6.0NRT,283.9,8.4,D,6.673291493537784,2.9548312182047205
Romania,47.681,27.209,324.7,1.3,1.1,2020-01-22,1050,A,83,6.0NRT,283.6,34,D,7.084538106251631,3.6255810131391186
Romania,47.683,27.219,302.4,1.3,1.1,2020-01-22,1050,A,29,6.0NRT,282.3,7.9,D,6.57679980101779,2.9790015685635924
Romania,47.68,27.203,315.9,1.3,1.1,2020-01-22,1050,A,76,6.0NRT,283.8,21.5,D,6.924195122648849,3.355572248110534
Moldova Republic of,48.42,27.072,304.1,1.3,1.1,2020-01-22,1050,A,58,6.0NRT,274.3,13.6,D,6.078636886459336,3.149858644429485
Turkey,37.672,29.732,304.9,1.6,1.2,2020-01-22,1045,A,43,6.0NRT,281.8,18,D,6.4672454755475295,2.5820669666129814
Turkey,39.206,33.036,306.8,1.1,1,2020-01-22,1045,A,64,6.0NRT,282,10.4,D,7.476869682347197,2.3828667999888835
Algeria,36.683,4.641,304,1.2,1.1,2020-01-22,1045,T,58,6.0NRT,282.8,10.1,D,7.299684074271646,1.0633562205202862
United Kingdom,55.504,-2.035,315.7,1.3,1.1,2020-01-22,1230,A,76,6.0NRT,281.6,24.7,D,6.502871909618689,2.7386895814198007
Bulgaria,42.929,22.966,338.2,1.1,1.1,2020-01-22,2015,T,100,6.0NRT,271.3,55.4,N,6.787078070053825,2.9165717945032346
Bulgaria,42.927,22.953,300.6,1.1,1.1,2020-01-22,2015,T,24,6.0NRT,268.5,10.7,N,5.891080434654927,1.824832240667099
Bulgaria,42.939,22.964,302.6,1.1,1.1,2020-01-22,2015,T,41,6.0NRT,271.8,11.9,N,6.135181705625283,1.861149588083332
Bulgaria,42.936,22.95,319.7,1.1,1.1,2020-01-22,2015,T,99,6.0NRT,270.6,27.8,N,6.375350031632733,2.349741865175203
Moldova Republic of,45.91,28.399,335.9,1.2,1.1,2020-01-22,2015,T,100,6.0NRT,273.4,52.3,N,6.629205151119075,3.370918869939718
Algeria,35.807,-0.26,306.9,1.3,1.1,2020-01-22,2150,T,69,6.0NRT,279.8,15.5,N,6.886743870028166,0.32683801178619687
Romania,45.302,29.465,308.7,1.2,1.1,2020-01-23,0025,A,75,6.0NRT,272,16.8,N,6.451335305278338,3.640228358690578
Romania,45.293,29.462,303.5,1.2,1.1,2020-01-23,0025,A,26,6.0NRT,273.2,12.2,N,6.432294811604463,3.4868661783936346
North Macedonia,41.445,21.948,304.3,1.1,1,2020-01-23,0025,A,59,6.0NRT,270.1,13.7,N,6.834869735695244,2.698382511674441
Ukraine,46.519,32.457,317.7,2.7,1.6,2020-01-23,0810,T,0,6.0NRT,267.4,76.1,D,3.317391231004852,5.2824313652839265
Ukraine,46.517,32.492,327.9,2.6,1.6,2020-01-23,0810,T,61,6.0NRT,269.7,120.8,D,3.833024284125658,5.679319350174103
Ukraine,46.513,32.485,312.2,2.6,1.6,2020-01-23,0810,T,22,6.0NRT,268.4,53.2,D,3.3326138099830995,4.995601110336924
Romania,44.985,29.434,328.7,3.8,1.8,2020-01-23,0810,T,62,6.0NRT,274.6,212,D,2.717990913882896,6.620334189964554
Romania,44.979,29.428,327.5,3.8,1.8,2020-01-23,0810,T,56,6.0NRT,273.4,194.2,D,2.5797126191885793,6.514615893055013
Ukraine,46.776,32.783,310.6,3.8,1.8,2020-01-23,0950,T,61,6.0NRT,271.5,97,D,1.8230980551596705,5.8768021202152605
Bosnia and Herzegovina,43.083,18.367,327,1,1,2020-01-23,0950,T,85,6.0NRT,282.7,28.6,D,7.8688751729372814,2.6723375832866028
Bosnia and Herzegovina,43.081,18.379,321.2,1,1,2020-01-23,0950,T,81,6.0NRT,281.4,21.9,D,7.676107299255038,2.5101729010007365
Bosnia and Herzegovina,42.876,18.264,325.1,1,1,2020-01-23,0950,T,84,6.0NRT,285,26.3,D,7.987844840200463,2.5807039878888585
Montenegro,42.708,19.19,302.3,1.1,1,2020-01-23,0950,T,50,6.0NRT,283.6,8.9,D,7.394918088899989,2.0307454949690102
Montenegro,42.706,19.203,306.9,1.1,1,2020-01-23,0950,T,64,6.0NRT,282.5,12.2,D,7.407872426578123,2.1626019259646907
North Macedonia,41.442,21.947,313.4,1.4,1.2,2020-01-23,0950,T,74,6.0NRT,280.9,25.7,D,6.620640329812004,2.790078477607622
Greece,40.703,22.647,304.1,1.6,1.3,2020-01-23,0950,T,34,6.0NRT,283.7,13.2,D,6.163898491929634,2.677927018341943
Greece,40.708,22.622,301.6,1.6,1.2,2020-01-23,0950,T,44,6.0NRT,283.6,10.9,D,6.4023323343480625,2.4752033124720176
Greece,40.701,22.659,306.1,1.6,1.3,2020-01-23,0950,T,63,6.0NRT,283.6,16.8,D,6.1987766793219885,2.743394270567521
Greece,40.668,22.648,324,1.6,1.3,2020-01-23,0950,T,83,6.0NRT,285.4,47.1,D,6.678282872175746,3.298861108179746
Greece,40.664,22.666,301.3,1.6,1.3,2020-01-23,0950,T,46,6.0NRT,283.8,11.2,D,6.121603931394187,2.5985147359474565
Greece,40.609,22.647,317.6,1.6,1.3,2020-01-23,0950,T,57,6.0NRT,284.6,30.4,D,6.485909117599563,3.0673400162732234
Greece,40.61,22.641,322.9,1.6,1.3,2020-01-23,0950,T,82,6.0NRT,284.9,43.7,D,6.623092048540874,3.2541405460910227
Greece,40.599,22.638,313.1,1.6,1.3,2020-01-23,0950,T,73,6.0NRT,284.1,24.6,D,6.367587521893731,2.934334680874707
Greece,40.588,22.693,306.8,1.6,1.3,2020-01-23,0950,T,64,6.0NRT,285,17.2,D,6.3047937245670855,2.745598552928479
Greece,40.577,22.75,300.1,1.6,1.3,2020-01-23,0950,T,14,6.0NRT,284.5,9.6,D,6.146224052388878,2.554341000511887
Greece,40.566,22.626,300.8,1.6,1.3,2020-01-23,0950,T,41,6.0NRT,284.3,10.5,D,6.1479776242796715,2.5701776804541914
Greece,40.555,22.682,321.9,1.6,1.3,2020-01-23,0950,T,81,6.0NRT,284.6,42.5,D,6.587228936032685,3.223237919595757
Greece,40.551,22.701,308.8,1.6,1.3,2020-01-23,0950,T,68,6.0NRT,283.4,20.5,D,6.245378769917545,2.814864966665623
Turkey,37.907,30.325,300,1.6,1.2,2020-01-23,1130,A,22,6.0NRT,287.1,8.8,D,6.655541481650364,2.3955006024947436
Turkey,37.602,27.448,315.8,1.1,1.1,2020-01-23,1130,A,66,6.0NRT,288.5,18.7,D,7.820070128438564,2.312349176884529
Turkey,37.906,30.319,301.2,1.6,1.2,2020-01-23,1130,A,42,6.0NRT,287.1,9.7,D,6.6772667970649335,2.4280254921408937
Turkey,38.561,27.712,300.2,1.2,1.1,2020-01-23,1130,A,30,6.0NRT,284.9,6.6,D,7.169610115882771,2.042649380840731
